,OBJECTID,GEOCODIG_M,UF,Sigla,Nome_Munic,Região,Mesorregiã,Nome_Meso,Microrregi,Nome_Micro,Shape_Leng,Shape_Area,geometry,PRECTOT,QV2M,RH2M,PS,T2M_MAX,T2M_MIN,T2M,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M,T2M_MAX_MAXIMO,WS50M_MAX_MAXIMO,WS10M_MAX_MAXIMO,T2M_MIN_MINIMO,WS50M_MIN_MINIMO,WS10M_MIN_MINIMO,PRECTOT_SUM,IDH,POPULACAO,SRF_ALB,DNR,DIFF,KT,ALLSKY_SFC_SW_DWN,SG_DAY_HOUR_AVG
200,201,2515500.0,25,PB,Serra Branca,Nordeste,2502,Borborema,25010,Cariri Ocidental,1.29196057146,0.0562482117002,"POLYGON ((-36.67435999999907 -7.381109999998444, -36.66396999999779 -7.389129999997749, -36.63548999999875 -7.39230999999927, -36.63458999999784 -7.393439999998009, -36.59317999999803 -7.445139999997991, -36.53044999999838 -7.52766999999767, -36.54103999999825 -7.535919999998441, -36.59999999999854 -7.58190999999897, -36.6395599999978 -7.585419999999431, -36.71195999999873 -7.591819999997824, -36.71397999999863 -7.592729999998483, -36.70878999999877 -7.621179999998276, -36.6989999999987 -7.67478999999912, -36.69320999999945 -7.678519999997661, -36.68829999999798 -7.675719999999274, -36.67947999999888 -7.677189999998518, -36.67037999999775 -7.682789999998931, -36.66136999999799 -7.67996999999923, -36.65832999999839 -7.684339999997974, -36.6689099999985 -7.683429999999134, -36.70721999999842 -7.696569999998246, -36.71251999999913 -7.694869999999355, -36.72843999999895 -7.701039999998102, -36.7297499999986 -7.70491999999831, -36.74495999999817 -7.714049999998679, -36.75390999999945 -7.715209999998478, -36.76379999999881 -7.728379999998651, -36.78655999999864 -7.690029999997932, -36.79654999999912 -7.673189999997703, -36.79609999999775 -7.664549999997689, -36.7954499999978 -7.6616099999992, -36.78269999999793 -7.656429999999091, -36.78315999999904 -7.64824999999837, -36.80998999999792 -7.645729999998366, -36.81464999999844 -7.618779999998878, -36.8230799999983 -7.608319999999367, -36.82318999999916 -7.608249999999316, -36.83933999999863 -7.593219999998837, -36.82440999999926 -7.579529999999068, -36.83858999999939 -7.55851999999868, -36.82903999999871 -7.53903999999784, -36.82850999999937 -7.536959999999453, -36.87406999999803 -7.534839999998439, -36.88716999999815 -7.534219999997731, -36.90051999999923 -7.533599999998842, -36.87589999999909 -7.515659999999116, -36.85391999999774 -7.499649999997928, -36.83411999999771 -7.48522999999841, -36.76823999999942 -7.462789999997767, -36.73748999999771 -7.452319999998508, -36.73501999999826 -7.421769999999015, -36.72688999999809 -7.410699999998542, -36.72705999999926 -7.405609999997978, -36.71622999999818 -7.401449999999386, -36.71183999999812 -7.395149999998466, -36.70805999999902 -7.39234999999826, -36.6920799999989 -7.386489999998958, -36.68057999999837 -7.387689999997747, -36.67435999999907 -7.381109999998444))",1.8282867660005344,0.013156879301345016,63.92957790567562,95.54903224273788,32.426033314806475,19.594145922779678,24.96049098615108,5.725330959541563,4.160752840886799,9.289514457078512,7.398586204199061,7.330635395515888,5.659030845437711,38.25,13.7,11.16,14.19,0.11,0.05,23920.19,0.662,3 141,0.2,5.76,1.9,0.58,5.79,12.11
201,202,2515609.0,25,PB,Serra da Raiz,Nordeste,2503,Agreste Paraibano,25016,Guarabira,0.232330403743,0.0023530196500300003,"POLYGON ((-35.4539999999979 -6.726999999998952, -35.47494999999799 -6.740309999999226, -35.49813999999787 -6.732059999998455, -35.49603999999817 -6.730219999997644, -35.46565999999802 -6.703559999998106, -35.45548999999846 -6.688979999998992, -35.44640999999865 -6.675959999998668, -35.42305999999917 -6.666779999997743, -35.41577999999936 -6.674019999998563, -35.41824999999881 -6.682959999998275, -35.42147999999906 -6.688889999999446, -35.43054999999913 -6.706499999998414, -35.43367999999828 -6.707079999998314, -35.43914999999834 -6.71190999999817, -35.44167999999809 -6.723049999998693, -35.4539999999979 -6.726999999998952))",3.1185541037538282,0.015610766032848325,74.46099497905033,99.80105428466965,30.0921199539146,23.08044665994256,25.88882041566369,6.032821734000938,3.877133650178133,8.264251240661777,7.0710923446686795,7.1277311796077525,5.411118368403164,35.28,13.83,11.14,18.94,0.19,0.07,40964.1,0.565,3 089,0.22,4.97,2.02,0.54,5.38,12.11
202,203,2515708.0,25,PB,Serra Grande,Nordeste,2501,Sertão Paraibano,25006,Itaporanga,0.434967268446,0.00686844585004,"POLYGON ((-38.33002999999917 -7.177099999998973, -38.32891999999811 -7.18387999999868, -38.33727999999792 -7.192339999997785, -38.33820999999807 -7.201209999999264, -38.35047999999915 -7.222999999998137, -38.35212999999931 -7.234339999999065, -38.36050999999861 -7.232269999998607, -38.37657999999828 -7.260409999998956, -38.38556999999855 -7.263639999999214, -38.38885999999911 -7.283299999999144, -38.412769999999 -7.304929999998421, -38.41347999999925 -7.305699999998978, -38.42164999999841 -7.303029999999126, -38.42137999999795 -7.289419999999154, -38.4165499999981 -7.280989999999292, -38.41946999999891 -7.269899999999325, -38.41609999999855 -7.261239999997997, -38.41279999999824 -7.253669999998237, -38.40319999999883 -7.248229999999239, -38.41158999999789 -7.237809999998717, -38.40562999999929 -7.221279999997932, -38.40617999999813 -7.20719999999892, -38.40497999999934 -7.199909999999363, -38.39347999999882 -7.178719999998066, -38.38488999999936 -7.179199999998673, -38.38270999999804 -7.175749999998516, -38.384399999999 -7.166189999998096, -38.34416999999848 -7.154709999998886, -38.33496999999807 -7.155389999998079, -38.33317999999781 -7.159919999998237, -38.31808999999885 -7.159499999997934, -38.31673999999839 -7.168809999999212, -38.33002999999917 -7.177099999998973))",2.175854682561753,0.012812807229746995,57.411537520194386,96.3704769536208,33.81523958192329,20.513466097263176,26.676508168369523,4.254979265308993,2.723119966972906,8.08827804507458,6.1644876511943485,5.9821783838916645,4.345524353313402,39.74,13.22,10.65,14.77,0.05,0.04,28432.03,0.59,7 041,0.16,5.6,1.92,0.57,5.7,12.11
203,204,2515807.0,25,PB,Serra Redonda,Nordeste,2503,Agreste Paraibano,25017,Campina Grande,0.30982827097800003,0.00453383399999,"POLYGON ((-35.62411999999858 -7.132449999999153, -35.62027999999918 -7.153379999997924, -35.61043999999856 -7.160639999998239, -35.6075899999978 -7.168279999998049, -35.62265999999909 -7.178439999997863, -35.64053999999851 -7.183949999998731, -35.66158999999789 -7.190439999998489, -35.6638699999985 -7.194749999998749, -35.66395999999804 -7.194919999998092, -35.67134999999871 -7.207369999998264, -35.69527999999809 -7.217229999998381, -35.6981599999981 -7.218419999999242, -35.69468999999845 -7.203379999999015, -35.70359999999891 -7.191409999999451, -35.70935999999892 -7.184199999997873, -35.71083999999792 -7.17062999999871, -35.71074999999837 -7.166819999998552, -35.6968399999987 -7.15990999999849, -35.69494999999915 -7.155879999998433, -35.68783999999869 -7.155849999999191, -35.68020999999862 -7.148349999997663, -35.67192999999861 -7.146939999998722, -35.66003999999884 -7.13886999999886, -35.65274999999929 -7.139579999999114, -35.64745999999832 -7.144959999997809, -35.63495999999941 -7.132879999999204, -35.62411999999858 -7.132449999999153))",2.3760224696066365,0.014362358269372153,71.72949215796555,97.57518493707731,31.190095994680057,20.54708205098306,24.807906841608734,5.5427757075150135,3.2716054764822955,8.433991171848794,7.027437039893924,6.894188867811677,5.1159590641693775,38.33,13.59,10.75,15.65,0.31,0.11,31194.2,0.5760000000000001,6 131,0.21,4.89,2.02,0.54,5.34,12.1075
204,205,2515906.0,25,PB,Serraria,Nordeste,2503,Agreste Paraibano,25015,Brejo Paraibano,0.348536868025,0.00534106740004,"POLYGON ((-35.60593999999764 -6.810999999997875, -35.59977999999865 -6.811029999998937, -35.59883999999875 -6.810839999998279, -35.57436999999845 -6.806049999999232, -35.57810999999856 -6.816549999997733, -35.58002999999917 -6.821919999998499, -35.58143999999811 -6.825129999999263, -35.58748999999807 -6.838879999999335, -35.61759999999776 -6.851709999999002, -35.63042999999925 -6.853509999999005, -35.6313199999986 -6.853399999998146, -35.64141999999811 -6.854269999997996, -35.65856999999778 -6.867699999998877, -35.67398999999932 -6.866299999997864, -35.67813999999817 -6.867329999999129, -35.68758999999773 -6.861819999998261, -35.69255999999768 -6.859809999998106, -35.69913999999881 -6.846089999999094, -35.70881999999801 -6.840819999999439, -35.70159999999851 -6.832849999998871, -35.70054999999775 -6.814319999997679, -35.67918999999893 -6.827029999998558, -35.6681899999985 -6.810839999998279, -35.66814999999769 -6.810769999998229, -35.6364599999979 -6.800309999998717, -35.62808999999834 -6.806669999998121, -35.61681999999928 -6.809469999998328, -35.60593999999764 -6.810999999997875))",2.36556923410148,0.014506993992712854,71.49711785373418,97.8881107972213,31.35098311634473,20.90262972109908,25.07556225980072,5.851477345676558,3.5519196664601864,8.591434852474235,7.1551394613699735,7.14442509252393,5.3214285690376135,38.35,13.65,10.87,15.85,0.09,0.06,31036.83,0.563,4 958,0.22,4.97,2.02,0.54,5.38,12.110833333333332
205,206,2515930.0,25,PB,Sertãozinho,Nordeste,2503,Agreste Paraibano,25016,Guarabira,0.278498600692,0.00269146259999,"POLYGON ((-35.37200999999914 -6.747689999998329, -35.37413999999808 -6.755999999999403, -35.3904199999979 -6.761169999997946, -35.40857999999935 -6.765459999998711, -35.412409999999 -6.763779999999315, -35.41765999999916 -6.757859999997891, -35.42542999999932 -6.757569999997941, -35.43299999999908 -6.752669999998034, -35.44510999999875 -6.76817999999912, -35.44650999999794 -6.755669999998645, -35.44332999999824 -6.752029999997831, -35.4431399999994 -6.751389999999446, -35.47494999999799 -6.740309999999226, -35.4539999999979 -6.726999999998952, -35.44167999999809 -6.723049999998693, -35.43914999999834 -6.71190999999817, -35.43367999999828 -6.707079999998314, -35.42531999999846 -6.713589999999385, -35.41891999999825 -6.725799999998344, -35.41684999999779 -6.727069999999003, -35.4166899999982 -6.727239999998346, -35.41216999999779 -6.732149999998001, -35.38142999999945 -6.740679999998974, -35.37200999999914 -6.747689999998329))",3.1185541037538282,0.015610766032848325,74.46099497905033,99.80105428466965,30.0921199539146,23.08044665994256,25.88882041566369,6.032821734000938,3.877133650178133,8.264251240661777,7.0710923446686795,7.1277311796077525,5.411118368403164,35.28,13.83,11.14,18.94,0.19,0.07,40964.1,0.611,7 751,0.22,4.97,2.02,0.54,5.38,12.1075
206,207,2515971.0,25,PB,Sobrado,Nordeste,2504,Mata Paraibana,25021,Sapé,0.459776779472,0.0051287336500600005,"POLYGON ((-35.22702999999819 -7.149889999998777, -35.22768999999789 -7.160729999997784, -35.21725999999944 -7.158559999998033, -35.21706999999878 -7.165309999998499, -35.21175999999832 -7.16526999999769, -35.20918999999776 -7.174819999998363, -35.20087999999851 -7.172059999998964, -35.1966399999983 -7.174469999998109, -35.19093999999859 -7.170609999999215, -35.19042999999874 -7.176159999999072, -35.18750999999793 -7.177039999998669, -35.2015599999977 -7.187329999998838, -35.21939999999813 -7.190739999998186, -35.23002999999881 -7.191549999997733, -35.2322299999978 -7.205119999998715, -35.23588999999811 -7.205169999999271, -35.23759999999857 -7.210959999998522, -35.25192999999854 -7.213219999997818, -35.25425999999788 -7.210819999998421, -35.26984999999877 -7.213769999998476, -35.27374999999847 -7.21009999999842, -35.28136999999879 -7.212639999997918, -35.28207999999904 -7.21592999999848, -35.28570999999829 -7.212399999998524, -35.28951999999845 -7.216409999999087, -35.30344999999943 -7.214199999998527, -35.30441999999857 -7.215629999998782, -35.30842999999913 -7.20451999999932, -35.3234199999988 -7.185009999999238, -35.33357999999862 -7.179449999997814, -35.33236999999826 -7.174629999997705, -35.29399999999805 -7.184899999998379, -35.2891499999987 -7.186069999997926, -35.28122999999869 -7.187969999999041, -35.259399999999 -7.163549999999304, -35.25851999999941 -7.15762999999788, -35.25559999999859 -7.145209999998769, -35.25581999999849 -7.140309999998863, -35.26102999999785 -7.137599999998201, -35.26120999999875 -7.128909999999451, -35.25077999999849 -7.121739999998681, -35.23835999999937 -7.119229999998424, -35.23578999999881 -7.122839999998178, -35.23899999999776 -7.129689999997936, -35.23758999999882 -7.137849999999162, -35.2320899999977 -7.142109999998866, -35.23122999999941 -7.148999999999432, -35.22702999999819 -7.149889999998777))",3.258337717307393,0.015365943570193856,74.45880496063626,99.57443342041323,30.24730480804412,22.491636558992653,25.60422411825161,5.679511592466056,3.3524346018528326,8.053253368246219,6.868815835815022,6.829848755929576,5.015669024396106,36.05,13.5,10.78,18.13,0.17,0.12,42824.74000000001,0.555,26 592,0.21,4.89,2.02,0.54,5.34,12.1075
207,208,2516003.0,25,PB,Solânea,Nordeste,2503,Agreste Paraibano,25013,Curimataú Oriental,0.612364159477,0.0190476586,"POLYGON ((-35.71058999999877 -6.653799999998228, -35.69753999999921 -6.657439999999042, -35.68790999999874 -6.653869999998278, -35.68322999999873 -6.658959999998842, -35.68330999999853 -6.659169999998994, -35.68856999999844 -6.669799999997849, -35.68518999999833 -6.68268999999782, -35.67778999999791 -6.687489999998434, -35.67262999999912 -6.703459999998813, -35.67262999999912 -6.716799999998329, -35.67616999999882 -6.725609999997687, -35.67316999999821 -6.731629999998404, -35.663489999999 -6.746629999997822, -35.65187999999944 -6.754969999998139, -35.64848999999776 -6.758489999998346, -35.64742999999908 -6.762199999999211, -35.64386999999806 -6.774569999997766, -35.6364599999979 -6.800309999998717, -35.66814999999769 -6.810769999998229, -35.6681899999985 -6.810839999998279, -35.67918999999893 -6.827029999998558, -35.70054999999775 -6.814319999997679, -35.7019199999977 -6.814669999997932, -35.70576999999867 -6.819209999997838, -35.71588999999767 -6.820669999999154, -35.71974999999838 -6.824789999998757, -35.72909999999865 -6.816859999998996, -35.74221999999827 -6.813119999998889, -35.75215999999818 -6.824929999998858, -35.75494999999864 -6.824519999998302, -35.7591999999986 -6.824169999998048, -35.76241999999911 -6.823749999997744, -35.78651999999784 -6.823779999998806, -35.78891999999905 -6.818719999999303, -35.80399999999827 -6.786869999998089, -35.80976999999803 -6.769189999999071, -35.7937899999979 -6.756069999999454, -35.79750999999851 -6.752629999999044, -35.7942299999977 -6.749119999998584, -35.78883999999925 -6.748619999998482, -35.78545999999915 -6.714989999998579, -35.77986999999848 -6.704569999998057, -35.78216999999859 -6.700739999998405, -35.77927999999883 -6.697399999999107, -35.78037999999833 -6.69086999999854, -35.77993999999853 -6.690659999998388, -35.75990999999885 -6.690569999998843, -35.74888999999894 -6.685469999998531, -35.74453999999787 -6.676879999999073, -35.74444999999832 -6.676869999999326, -35.74227999999857 -6.676739999998972, -35.73873999999887 -6.67330999999831, -35.72168999999849 -6.670199999998658, -35.71459999999934 -6.663599999998041, -35.71058999999877 -6.653799999998228))",2.36556923410148,0.014506993992712854,71.49711785373418,97.8881107972213,31.35098311634473,20.90262972109908,25.07556225980072,5.851477345676558,3.5519196664601864,8.591434852474235,7.1551394613699735,7.14442509252393,5.3214285690376135,38.35,13.65,10.87,15.85,0.09,0.06,31036.83,0.615,14 837,0.22,4.97,2.02,0.54,5.38,12.105833333333333
208,209,2516102.0,25,PB,Soledade,Nordeste,2503,Agreste Paraibano,25012,Curimataú Ocidental,0.931781719556,0.0459021924,"POLYGON ((-36.21842999999899 -7.177379999999175, -36.22001999999884 -7.187859999998182, -36.22422999999799 -7.197019999997792, -36.22217999999884 -7.200229999998555, -36.28535999999804 -7.192699999997785, -36.32576999999765 -7.188349999998536, -36.40571999999884 -7.217889999998079, -36.4181899999985 -7.199049999999261, -36.48598999999922 -7.189569999998639, -36.48812999999791 -7.159999999998035, -36.48334999999861 -7.144279999998616, -36.4697099999994 -7.1324599999989, -36.47198999999819 -7.121629999997822, -36.48730999999862 -7.034939999997732, -36.48763999999937 -7.031909999997879, -36.48817999999847 -7.026759999998831, -36.47597999999925 -7.000029999999242, -36.4763699999985 -6.99380999999812, -36.44477999999799 -6.98964999999771, -36.39366999999766 -6.982929999998305, -36.37496999999894 -6.970869999999195, -36.37479999999778 -6.970759999998336, -36.35119999999915 -6.955539999999019, -36.30509999999776 -7.044989999998506, -36.28125999999793 -7.091209999998682, -36.23325999999906 -7.104619999998249, -36.23323999999775 -7.104719999999361, -36.23122999999941 -7.114939999997659, -36.22508999999809 -7.121289999999135, -36.22276999999849 -7.134579999998095, -36.22624999999789 -7.136909999999261, -36.21966999999859 -7.154569999998785, -36.22182999999859 -7.161189999998896, -36.21824999999808 -7.161639999998442, -36.22110999999859 -7.166989999997895, -36.21842999999899 -7.177379999999175))",2.0258038033514603,0.013631241821870472,69.00794000284219,95.68478919245469,31.291873137873157,19.526080087822933,24.272117177154502,5.856995415308112,3.981201563980554,9.083276447363133,7.373218306324094,7.3273977722160435,5.653580052326412,37.96,13.82,11.15,14.17,0.19,0.11,26565.58,0.638,3 516,0.2,5.76,1.9,0.58,5.79,12.111666666666665
209,210,2516151.0,25,PB,Sossêgo,Nordeste,2503,Agreste Paraibano,25012,Curimataú Ocidental,0.591061190906,0.0126357984,"POLYGON ((-36.17247999999927 -6.678659999997762, -36.15690999999788 -6.680109999999331, -36.14887999999883 -6.677029999998922, -36.13923999999861 -6.67938999999933, -36.10633999999845 -6.667919999998048, -36.14937999999893 -6.717169999998077, -36.14943999999923 -6.717249999997875, -36.16639999999825 -6.736659999998665, -36.24857999999767 -6.830769999998665, -36.26110999999764 -6.845119999998133, -36.25878999999804 -6.809179999998378, -36.25634999999784 -6.771409999999378, -36.2560799999992 -6.767169999999169, -36.25265999999829 -6.714469999998983, -36.25265999999829 -6.714399999998932, -36.25068999999894 -6.68416999999863, -36.24278999999842 -6.641749999998865, -36.24273999999787 -6.641459999998915, -36.23451999999816 -6.641309999999066, -36.22749999999905 -6.646879999998418, -36.21187999999893 -6.662329999999201, -36.19019999999909 -6.67359999999826, -36.18787999999768 -6.674679999998261, -36.17247999999927 -6.678659999997762))",2.054490378725234,0.01375057398084512,69.02477632493384,95.89892669035801,31.405828564721627,19.738200971206986,24.440238513900905,6.220575922774768,4.3187464450138595,9.298646393369175,7.566475495749737,7.619834268933443,5.887415165513122,38.4,14.39,11.34,14.65,0.16,0.11,26923.97,0.551,69 161,0.2,5.87,1.88,0.58,5.86,12.1075
210,211,2516201.0,25,PB,Sousa,Nordeste,2501,Sertão Paraibano,25003,Sousa,1.26219667588,0.06047319545,"POLYGON ((-38.18029999999817 -6.597789999997985, -38.16327999999885 -6.621819999998479, -38.14539999999943 -6.60497999999825, -38.12701999999808 -6.596859999997832, -38.11934999999903 -6.594639999999345, -38.11802999999782 -6.597759999998743, -38.10741999999846 -6.604009999999107, -38.10298999999941 -6.630019999998694, -38.09905999999864 -6.6305799999991, -38.10197999999946 -6.644759999999224, -38.09255999999914 -6.665949999998702, -38.09386999999879 -6.669309999999314, -38.09156999999868 -6.688779999998587, -38.10146999999779 -6.7229499999994, -38.13968999999815 -6.753039999997782, -38.13559999999779 -6.787539999999353, -38.12950999999885 -6.817619999997987, -38.11890999999923 -6.853189999997994, -38.13090999999804 -6.860039999997753, -38.13298999999824 -6.871389999998428, -38.1371799999979 -6.872379999998884, -38.15052999999898 -6.895129999998971, -38.163849999999 -6.876279999998587, -38.16714999999931 -6.871609999998327, -38.19602999999915 -6.869119999999384, -38.196179999999 -6.869159999998374, -38.27141999999913 -6.886759999999413, -38.2569399999993 -6.904229999998279, -38.27585999999792 -6.910329999998794, -38.28102999999828 -6.905979999997726, -38.2914699999983 -6.909169999998994, -38.31296999999904 -6.897209999999177, -38.324459999998 -6.875069999998232, -38.3166999999994 -6.842189999999391, -38.31770999999935 -6.827709999997751, -38.30926999999792 -6.809159999998883, -38.30698999999913 -6.80413999999837, -38.2900899999986 -6.766999999998006, -38.35337999999865 -6.771529999998165, -38.37214999999924 -6.772299999998722, -38.3598899999979 -6.762149999998655, -38.35599999999795 -6.75738999999885, -38.35521999999764 -6.693819999998595, -38.3550699999978 -6.681259999999384, -38.35505999999805 -6.680809999998019, -38.35052999999789 -6.659199999998236, -38.34586999999919 -6.636569999998756, -38.34116999999787 -6.628509999998641, -38.35261999999784 -6.619959999998173, -38.35273999999845 -6.614369999999326, -38.33815999999933 -6.617449999997916, -38.31383999999889 -6.612859999999273, -38.30260999999882 -6.626649999998335, -38.2921899999983 -6.629679999998189, -38.28336999999919 -6.645749999997861, -38.27141999999913 -6.627659999998286, -38.26356999999916 -6.620199999999386, -38.26278999999886 -6.612949999998818, -38.25591999999779 -6.607919999998558, -38.24594999999863 -6.597389999998995, -38.18527999999787 -6.597759999998743, -38.18029999999817 -6.597789999997985))",2.215988616834696,0.013115111406192065,57.46288501375968,97.4744083569241,34.23439328579864,21.163572640786946,27.276839617383022,4.215261797414038,2.6373278728765848,8.24555776057024,6.2868942437143565,6.024128734675801,4.360326390544167,39.95,12.9,10.13,15.69,0.06,0.04,28953.6,0.657,16 864,0.17,5.75,1.9,0.58,5.78,12.11
211,212,2516300.0,25,PB,Sumé,Nordeste,2502,Borborema,25010,Cariri Ocidental,1.53421006338,0.0687159039,"POLYGON ((-36.96041999999943 -7.484949999998207, -36.94991999999911 -7.500529999999344, -36.93682999999874 -7.505329999998139, -36.92360999999801 -7.503199999999197, -36.91555999999946 -7.506769999998141, -36.90125999999873 -7.501419999998689, -36.90110999999888 -7.49753999999848, -36.88352999999915 -7.492709999998624, -36.85391999999774 -7.499649999997928, -36.87589999999909 -7.515659999999116, -36.90051999999923 -7.533599999998842, -36.88716999999815 -7.534219999997731, -36.87406999999803 -7.534839999998439, -36.82850999999937 -7.536959999999453, -36.82903999999871 -7.53903999999784, -36.83858999999939 -7.55851999999868, -36.82440999999926 -7.579529999999068, -36.83933999999863 -7.593219999998837, -36.82318999999916 -7.608249999999316, -36.8230799999983 -7.608319999999367, -36.81464999999844 -7.618779999998878, -36.80998999999792 -7.645729999998366, -36.78315999999904 -7.64824999999837, -36.78269999999793 -7.656429999999091, -36.7954499999978 -7.6616099999992, -36.79609999999775 -7.664549999997689, -36.79654999999912 -7.673189999997703, -36.78655999999864 -7.690029999997932, -36.76379999999881 -7.728379999998651, -36.72565999999824 -7.775399999998626, -36.73373999999785 -7.788279999998849, -36.74176999999872 -7.792639999997846, -36.74638999999843 -7.802319999998872, -36.75025999999889 -7.802229999999327, -36.75248999999894 -7.799819999998363, -36.75868999999875 -7.802999999998065, -36.76030999999784 -7.817719999999099, -36.76925999999912 -7.816789999998946, -36.77316999999857 -7.819369999999253, -36.79433999999856 -7.829609999998866, -36.80325999999877 -7.827669999998761, -36.81540999999925 -7.830539999999019, -36.83359999999811 -7.842299999998431, -36.82881999999881 -7.81213999999818, -36.96134999999776 -7.830709999998362, -36.9756899999993 -7.808309999998528, -36.99886999999944 -7.77208999999857, -37.0125999999982 -7.750619999998889, -37.02486999999928 -7.717439999998533, -37.02223999999842 -7.716539999999441, -37.02428999999938 -7.658029999998689, -37.02513999999792 -7.633689999998751, -37.03543999999783 -7.635349999998652, -37.04624999999942 -7.624479999998584, -37.05310999999892 -7.624779999998282, -37.07079999999769 -7.611779999999271, -37.07594999999856 -7.612469999998211, -37.08563999999933 -7.595619999998235, -37.07554999999775 -7.599479999998948, -37.06932999999844 -7.609309999998004, -37.05968999999823 -7.611229999998613, -37.04518999999891 -7.608689999999115, -36.98839999999836 -7.63028999999915, -36.98188999999911 -7.619839999999385, -36.99897999999848 -7.605989999998201, -36.99828999999772 -7.584819999998217, -37.00183999999899 -7.579409999998461, -36.99887999999919 -7.574719999998706, -37.00204999999914 -7.56756999999925, -37.00018999999884 -7.563899999999194, -36.978149999999 -7.542719999997644, -37.01177999999891 -7.503979999997682, -37.02285999999913 -7.501769999998942, -37.02485999999772 -7.496289999999135, -37.0102199999983 -7.489149999999427, -37.00290999999925 -7.495979999997871, -36.9838899999977 -7.481849999998303, -36.96041999999943 -7.484949999998207))",1.829119190279519,0.012984304775232821,65.02286559164308,94.63207163603295,31.79733007580684,19.0148071031182,24.294690806694387,5.4332664479492205,3.9082181885541054,8.888151470230492,7.081168113747785,7.001996433549527,5.4056740546644,37.76,13.47,10.85,13.29,0.16,0.1,23959.98,0.6579999999999999,10 887,0.2,5.76,1.9,0.58,5.79,12.106666666666667
212,213,2516409.0,25,PB,Campo de Santana,Nordeste,2503,Agreste Paraibano,25013,Curimataú Oriental,0.7738856236980001,0.02014590345,"POLYGON ((-35.62004999999772 -6.456919999998718, -35.61654999999882 -6.462229999999181, -35.59985999999844 -6.460209999999279, -35.59183999999914 -6.471229999999196, -35.59138999999777 -6.476759999997739, -35.58105999999862 -6.485399999997753, -35.56385999999839 -6.487069999999221, -35.56446999999935 -6.491379999997662, -35.55818999999792 -6.492479999998977, -35.55176999999821 -6.490419999998267, -35.54636999999821 -6.481469999998808, -35.54043999999885 -6.482569999998304, -35.5376299999989 -6.479499999997643, -35.53330999999889 -6.482629999998608, -35.52676999999858 -6.478869999999006, -35.52555999999822 -6.475829999999405, -35.51362999999765 -6.477759999997943, -35.50107999999818 -6.477399999997942, -35.49546999999802 -6.482859999998254, -35.49165999999786 -6.479679999998552, -35.47898999999779 -6.48638999999821, -35.46389999999883 -6.482309999999416, -35.45971999999892 -6.476379999998244, -35.44636999999784 -6.486439999998765, -35.44232999999804 -6.478979999998046, -35.44139999999788 -6.482069999998203, -35.44176999999945 -6.486189999997805, -35.44029999999839 -6.50014999999803, -35.42730999999912 -6.508939999997892, -35.42954999999893 -6.528839999999036, -35.43459999999868 -6.531869999998889, -35.43220999999903 -6.535519999999451, -35.43533999999818 -6.560019999998985, -35.4492199999986 -6.570669999999154, -35.44344999999885 -6.576029999998354, -35.44809999999779 -6.603479999997944, -35.45383999999831 -6.611879999998564, -35.46470999999838 -6.611029999998209, -35.46650999999838 -6.610729999998512, -35.46988999999849 -6.611179999998058, -35.47263999999814 -6.616039999998975, -35.48127999999815 -6.616269999998622, -35.49038999999902 -6.622779999997874, -35.49413999999888 -6.635149999998248, -35.50304999999935 -6.632359999997789, -35.50329999999849 -6.64451999999801, -35.50810999999885 -6.647659999998723, -35.52564999999777 -6.644249999999374, -35.52520999999797 -6.608349999998609, -35.52868999999919 -6.6050499999983, -35.5364699999991 -6.601589999998396, -35.55136999999922 -6.575989999999365, -35.55603999999767 -6.57180999999764, -35.56513999999879 -6.570389999998952, -35.5669199999993 -6.566439999998693, -35.5681599999989 -6.558599999998478, -35.55803999999807 -6.545759999999063, -35.57012999999824 -6.532689999998183, -35.57548999999926 -6.527329999998983, -35.62917999999809 -6.500089999997726, -35.65310999999929 -6.491429999998218, -35.63646999999764 -6.453989999998157, -35.62004999999772 -6.456919999998718))",2.36556923410148,0.014506993992712854,71.49711785373418,97.8881107972213,31.35098311634473,20.90262972109908,25.07556225980072,5.851477345676558,3.5519196664601864,8.591434852474235,7.1551394613699735,7.14442509252393,5.3214285690376135,38.35,13.65,10.87,15.85,0.09,0.06,31036.83,0.5479999999999999,15 185,0.22,4.97,2.02,0.54,5.38,12.113333333333335
